feature,p-value,NC-mean,AD-mean,NC-std,AD-std,
squareroot_gldm_DependenceNonUniformity,0.00000000218867695932 ,725.63603062444400000000 ,489.96371930947300000000 ,148.22996868560300000000 ,170.62430556924700000000 ,
squareroot_gldm_DependenceNonUniformityNormalized,0.00000049387954570264 ,0.11491766304444400000 ,0.09578330339473680000 ,0.01485878308497850000 ,0.01702765515060520000 ,
squareroot_gldm_GrayLevelNonUniformity,0.00000000186551716480 ,6262.77780626666000000000 ,4967.65789473684000000000 ,580.71393606256000000000 ,1117.78609074622000000000 ,
squareroot_gldm_LargeDependenceEmphasis,0.00000120954558817547 ,493.96048870888800000000 ,472.29671143421000000000 ,13.16480485331750000000 ,23.71881313058030000000 ,
squareroot_glrlm_GrayLevelNonUniformity,0.00000010260225577134 ,1288.01724044444000000000 ,1105.24493921052000000000 ,86.25880466739710000000 ,187.80783722601600000000 ,
squareroot_glrlm_LongRunEmphasis,0.00000000603721054432 ,41.33899596888880000000 ,33.57712005210520000000 ,4.79880803240790000000 ,6.07241993940674000000 ,
squareroot_glrlm_RunEntropy,0.00000001410025108944 ,3.37174484211111000000 ,3.20964515231579000000 ,0.07526920292792010000 ,0.15182053714181700000 ,
squareroot_glrlm_RunLengthNonUniformityNormalized,0.00000004794899620622 ,0.11358737008888800000 ,0.12819567392105200000 ,0.00674993598232473000 ,0.01453077991395220000 ,
squareroot_glrlm_RunPercentage,0.00000134970726457686 ,0.20644820504444400000 ,0.22693250755263100000 ,0.01204873914658470000 ,0.02284257708381270000 ,
squareroot_glrlm_RunVariance,0.00000000232603872326 ,10.83862055715550000000 ,8.71643131302631000000 ,1.34523996621974000000 ,1.53159303378802000000 ,
squareroot_glszm_LargeAreaEmphasis,0.00000000739571052615 ,9613185.81111111000000000000 ,6324908.85307894000000000000 ,2039115.52827273000000000000 ,2599065.07258574000000000000 ,
squareroot_glszm_LargeAreaHighGrayLevelEmphasis,0.00000063580500045117 ,11376525.98888880000000000000 ,6324908.85307894000000000000 ,5238611.92801476000000000000 ,2599065.07258574000000000000 ,
squareroot_glszm_LargeAreaLowGrayLevelEmphasis,0.00001499140777787050 ,9172350.76666666000000000000 ,6324908.85307894000000000000 ,2967555.59720658000000000000 ,2599065.07258574000000000000 ,
square_gldm_DependenceEntropy,0.00000038771215606119 ,3.72944377277777000000 ,3.86784501121052000000 ,0.09388273608245720000 ,0.13346710683629900000 ,
square_gldm_DependenceNonUniformity,0.00000000204393374850 ,726.11713634888900000000 ,489.96371930947300000000 ,148.14750129680800000000 ,170.62430556924700000000 ,
square_gldm_DependenceNonUniformityNormalized,0.00000044211769942730 ,0.11499413495555500000 ,0.09578330339473680000 ,0.01483020740950980000 ,0.01702765515060520000 ,
square_gldm_GrayLevelNonUniformity,0.00000000185799818801 ,6262.95555555555000000000 ,4967.65789473684000000000 ,580.71883180775300000000 ,1117.78609074622000000000 ,
square_gldm_LargeDependenceEmphasis,0.00000117020939590870 ,493.98864449999900000000 ,472.29671143421000000000 ,13.15221658186950000000 ,23.71881313058030000000 ,
